-0.0854483962767047, 1.5, -0.2954483962767049, 0.005, 42, 1, 1.0
-0.1344865923315498, 1.4, -0.5694865923315502, 0.005, 87, 1, 1.0
-0.011848012089716344, 1.3, 0.5881519879102841, 0.005, -120, 1, 1.0
-0.08008132057524439, 1.3, 0.5849186794247561, 0.005, -133, 1, 1.0
0.32098103167236447, 1.4, 0.5859810316723647, 0.005, -53, 1, 1.0
-0.06436740047265432, 1.3, -0.6543674004726548, 0.005, 118, 1, 1.0
-0.1185210469913282, 1.5, -0.3585210469913284, 0.005, 48, 1, 1.0
0.3231686851489086, 1.3, 0.5331686851489088, 0.005, -42, 1, 1.0
-0.17057404067205506, 1.5, -0.4205740406720553, 0.005, 50, 1, 1.0
-0.08509869940904524, 1.5, -0.32009869940904545, 0.005, 47, 1, 1.0
-0.12628617036164586, 1.3, -0.291286170361646, 0.005, 33, 1, 1.0
