1, 1.4, -0.6532224376890269, 0.005, 106, 1.5, True
2, 1.4, 0.5436797503787372, 0.005, -120, 1.25, True
3, 1.4, 0.6751948497763925, 0.005, -147, 0.5, True
4, 1.4, 0.6885852484330637, 0.005, -130, 1, True
5, 1.4, -0.497977449164452, 0.005, 89, 0.6666666666666666, True
6, 1.4, 0.6210537746300346, 0.005, -134, 2, True
7, 1.4, -0.4043377314100256, 0.005, 64, 0.8, True
8, 1.5, -0.5998058263949407, 0.005, 108, 1.5, True
9, 1.5, -0.3713769626584461, 0.005, 65, 1.25, True
10, 1.5, 0.6861224402361364, 0.005, -143, 0.5, True
11, 1.5, -0.40688691908634933, 0.005, 75, 1, True
12, 1.5, 0.40451644558551286, 0.005, -85, 0.6666666666666666, True
13, 1.5, 0.4170453387520492, 0.005, -87, 2, True
14, 1.5, -0.6554796106845163, 0.005, 128, 0.8, True
15, 1.3, -0.6820774523510308, 0.005, 123, 1.5, True
16, 1.3, 0.68043696241334, 0.005, -147, 1.25, True
17, 1.3, 0.6287800849149624, 0.005, -145, 0.5, True
18, 1.3, 0.39618393319300527, 0.005, -82, 1, True
19, 1.3, 0.3051031093771923, 0.005, -72, 0.6666666666666666, True
20, 1.3, 0.6030118865211272, 0.005, -139, 2, True
21, 1.3, -0.3524477520902065, 0.005, 77, 0.8, True
1, 1.4, -0.46658951989007935, 0.005, 84, 0.5, True
2, 1.4, 0.6768036804704969, 0.005, -155, 2, True
3, 1.4, 0.6580113622339632, 0.005, -142, 0.8, True
4, 1.4, -0.5972831854335184, 0.005, 110, 1.5, True
5, 1.4, 0.6947901404381258, 0.005, -168, 0.6666666666666666, True
6, 1.4, 0.3091406113584426, 0.005, -71, 1, True
7, 1.4, 0.5492417509959486, 0.005, -133, 1.25, True
8, 1.5, 0.4142598612147763, 0.005, -90, 0.5, True
9, 1.5, 0.32819927672820737, 0.005, -73, 2, True
10, 1.5, 0.661251066237954, 0.005, -150, 0.8, True
11, 1.5, -0.37512206360615796, 0.005, 76, 1.5, True
12, 1.5, 0.3087111375522798, 0.005, -64, 0.6666666666666666, True
13, 1.5, -0.5364499864893747, 0.005, 109, 1, True
14, 1.5, -0.6112527925478892, 0.005, 124, 1.25, True
15, 1.3, -0.6867106378332509, 0.005, 134, 0.5, True
16, 1.3, -0.4431325715338248, 0.005, 100, 2, True
17, 1.3, -0.38241775943695494, 0.005, 77, 0.8, True
18, 1.3, 0.6435265608155056, 0.005, -158, 1.5, True
19, 1.3, 0.303003438943398, 0.005, -89, 0.6666666666666666, True
20, 1.3, 0.40982733106194696, 0.005, -102, 1, True
21, 1.3, -0.4125272323956105, 0.005, 73, 1.25, True
