1, 1.4, -0.3287343061375668, 0.005, 27, 1.25, True
2, 1.4, 0.3138027101119142, 0.005, -77, 0.6666666666666666, True
3, 1.4, 0.609780744258453, 0.005, -127, 1.5, True
4, 1.4, 0.47191199995763095, 0.005, -121, 2, True
5, 1.4, -0.6177472068738853, 0.005, 93, 0.8, True
6, 1.4, 0.33409152178618856, 0.005, -79, 0.5, True
7, 1.4, -0.4676336007472884, 0.005, 68, 1, True
8, 1.5, -0.4248378443538073, 0.005, 68, 1.25, True
9, 1.5, 0.5376237366756276, 0.005, -121, 0.6666666666666666, True
10, 1.5, -0.6267495361670375, 0.005, 87, 1.5, True
11, 1.5, 0.2929651776010556, 0.005, -74, 2, True
12, 1.5, 0.3759429722464358, 0.005, -84, 0.8, True
13, 1.5, 0.5295281773146725, 0.005, -113, 0.5, True
14, 1.5, 0.6347009558019646, 0.005, -135, 1, True
15, 1.3, -0.6165283471247326, 0.005, 94, 1.25, True
16, 1.3, -0.3656485460559811, 0.005, 57, 0.6666666666666666, True
17, 1.3, -0.6813561419005552, 0.005, 110, 1.5, True
18, 1.3, -0.4864040370173172, 0.005, 79, 2, True
19, 1.3, 0.6689733504796433, 0.005, -148, 0.8, True
20, 1.3, -0.4024400989980831, 0.005, 65, 0.5, True
21, 1.3, -0.4071585613356301, 0.005, 60, 1, True
